PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone,GPCluster
62045,Fullwood Medical Practice,2766,Fullwood Medical Practice,120 Stevenston Street,New Stevenston,Motherwell,ML1 4LT,01698   834   488,17J, ,S08000032,S37000035,S01011461,Bellshill
62050,John Street Surgery,8032,John Street Surgery,C/O Bellshill Community Health Clinic,Greenmoss Place,Bellshill,ML4 1PS,01698   575   738,17J, ,S08000032,S37000035,S01011522,Bellshill
62115,Newarthill Medical Practice,3046,Newarthill Medical Practice,15 Carfin Road,Newarthill,Lanarkshire,ML1 5AG,01698   732   501,17J, ,S08000032,S37000035,S01011459,Bellshill
62120,Holytown Surgery,3495,Holytown Surgery,43/45 Main Street,Holytown,Lanarkshire,ML1 4TH,01698   732   463,17J, ,S08000032,S37000035,S01011499,Bellshill
62219,High Mill Medical Practice,7381,High Mill Medical Practice,Carluke Community Health Centre,40 Chapel Street,Carluke,ML8 4BA,01555   771   012,17J, ,S08000032,S37000028,S01012602,Clydesdale
62223,St Luke's Medical Practice,11213,St Luke's Medical Practice,Carluke Community Health Centre,40 Chapel Street,Carluke,ML8 4BA,01555   752   150,17J, ,S08000032,S37000028,S01012602,Clydesdale
62312,Biggar Medical Practice,7964,Biggar Health Centre,South Croft Road,Biggar,Lanarkshire,ML12 6BE,01899   220   383,17J, ,S08000032,S37000028,S01012576,Clydesdale
62346,Kingshill Medical Practice,2928,Kingshill Medical Practice,40 Manse Road,Forth,Lanarkshire,ML11 8AJ,01555   811   200,17J, ,S08000032,S37000028,S01012590,Clydesdale
62510,Douglasdale Medical Practice,5472,Douglasdale Medical Practice,69 Ayr Road,Douglas,Lanarkshire,ML11 0PX,01555   851   226,17J, ,S08000032,S37000028,S01012638,Clydesdale
62596,Chapelhall Practice,7437,Chapelhall Practice,30 Lauchope Street,Chapelhall,Airdrie,ML6 8SR,01236   762   144,17J, ,S08000032,S37000035,S01011624,Airdrie
62609,Orchard Medical Centre,12974,Orchard Medical Centre,41 Ladywell Road,Motherwell,Lanarkshire,ML1 3JX,01698   242   700,17J, ,S08000032,S37000035,S01011480,Motherwell
62628,Blackwood Medical Practice,3867,Blackwood Medical Practice,125 Carlisle Road,Blackwood,Lanarkshire,ML11 9SB,01555   893   961,17J, ,S08000032,S37000028,S01012649,Clydesdale
62632,Glebe Medical Practice,6414,Glebe Medical Centre,Abbeygreen,Lesmahagow,,ML11 0DB,01555   892   328,17J, ,S08000032,S37000028,S01012645,Clydesdale
62666,Willow Wood Medical Practice,3709,Willow Wood Medical Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698   361   716,17J, ,S08000032,S37000035,S01011401,Wishaw Houldsworth
62671,Clyde View Medical Practice,8858,Clyde View Medical Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698   372   201,17J, ,S08000032,S37000035,S01011401,Wishaw Houldsworth
62690,Clyde Practice,2924,Clyde Practice,Motherwell Health Centre,138/144 Windmillhill Street,Motherwell,ML1 1TB,01698   266   525,17C, ,S08000032,S37000035,S01011474,Motherwell
62702,Drs Keenan & Fisher,3344,Drs Keenan & Fisher,Motherwell Health Centre,138/144 Windmillhill Street,Motherwell,ML1 1TB,01698   264   164,17J, ,S08000032,S37000035,S01011474,Motherwell
62717,Dr A Porte & Partners,10023,Dr A Porte & Partners,Glencairn Medical Practice,"Modyrvale Medical Centre, Toll Street",Motherwell,ML1 2PJ,01698   265   566,17J, ,S08000032,S37000035,S01011381,Motherwell
62736,Knowetop Medical Practice,4314,Knowetop Medical Practice,Motherwell Health Centre,138-144 Windmillhill Street,Motherwell,ML1 1TB,01698   263   288,17J, ,S08000032,S37000035,S01011474,Motherwell
62844,Forestbank Medical Partnership,3661,Forestbank Medical Partnership,Harthill Health Centre,24/26 Victoria Street,Harthill,ML7 5QE,01501   751   795,17J, ,S08000032,S37000035,S01011442,"Newmains, Shotts & Harthill"
62897,The George Practice,1694,The George Practice,Shotts Health Centre,36 Station Road,Shotts,ML7 5DS,01501   821   544,17J, ,S08000032,S37000035,S01011435,"Newmains, Shotts & Harthill"
62933,Logan Practice,14125,Logan Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698   373   341,17J, ,S08000032,S37000035,S01011401,Wishaw Houldsworth
62967,Branchalwood Medical Practice,6143,Branchalwood Medical Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698   372   888,17J, ,S08000032,S37000035,S01011401,Wishaw Houldsworth
62986,Burnbrae Medical Practice,8960,Burnbrae Medical Practice,Shotts Health Centre,36 Station Road,Shotts,ML7 5DS,01501   822    256,17J, ,S08000032,S37000035,S01011435,"Newmains, Shotts & Harthill"
62991,Rosehall Surgery,3497,Rosehall Surgery,269 Station Road,Dykehead,Shotts,ML7 4AR,01501   824   990,17J, ,S08000032,S37000035,S01011431,"Newmains, Shotts & Harthill"
63033,Calderside Medical Practice,7176,Calderside Medical Practice,Blantyre Health Centre,64 Victoria Street,Blantyre,G72 0BS,01698   828   868,17J, ,S08000032,S37000028,S01012760,Blantyre
63052,Victoria Medical Practice,5411,Victoria Medical Practice,Blantyre Health Centre,Victoria Street,Blantyre,G72 0BS,01698   826   331,17J, ,S08000032,S37000028,S01012760,Blantyre
63118,Bothwell Medical Centre,10588,Bothwell Medical Centre,3 Uddingston Road,Bothwell,Lanarkshire,G71 8ET,01698   852   299,17J, ,S08000032,S37000028,S01012798,"Bothwell, Uddingston & Viewpark"
63231,Mavor Medical Practice,9553,Mavor Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355   573   790,17J, ,S08000032,S37000028,S01012928,East Kilbride Hunter
63245,Kirkview Medical Practice,7407,Kirkview Medical Practice,Hunter Community Health Centre,Andrew Street,East Kilbride,G74 1AD,01355   575   630,17J, ,S08000032,S37000028,S01012928,East Kilbride Hunter
63250,Kittoch Medical Practice,7838,Kittoch Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355   271   080,17J, ,S08000032,S37000028,S01012928,East Kilbride Hunter
63264,Caldergreen Medical Practice,13696,Caldergreen Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355   578   030,17J, ,S08000032,S37000028,S01012928,East Kilbride Hunter
63283,Kilbryde Medical Practice,4060,Kilbryde Medical Practice,Hunter Health Community Centre,Andrew Street,East Kilbride,G74 1AD,01355   906   644,17J, ,S08000032,S37000028,S01012928,East Kilbride Hunter
63301,The Murray Surgery,12711,The Murray Surgery,50 The Murray Road,East Kilbride,,G75 0RT,01355   225   374,17J, ,S08000032,S37000028,S01012974,East Kilbride & Strathaven
63334,Auchinraith Medical Practice,5696,Auchinraith Medical Practice,Blantyre Health Centre,64 Victoria Street,Blantyre,G72 0BS,01698   823   260,17J, ,S08000032,S37000028,S01012760,Blantyre
63419,Burnbank Medical Centre,8323,Burnbank Medical Centre,18 Burnbank Centre,Hamilton,Lanarkshire,ML3 0NQ,01698   286   555,17J, ,S08000032,S37000028,S01012786,Hamilton
63423,Portland Park Medical Centre,6950,Portland Park Medical Centre,51 Portland Park,Hamilton,,ML3 7JY,01698   284   353,17J, ,S08000032,S37000028,S01012713,Hamilton
63438,Wellhall Medical Centre,12088,Wellhal Medical Centre,4 Hillhouse Road,HAMILTON,,ML3 9TZ,01698   285   818,17J, ,S08000032,S37000028,S01012781,Hamilton
63442,Oak Lodge,7011,Oak Lodge,32 Miller Street,Hamilton,Lanarkshire,ML3 7EN,01698   282   350,17J, ,S08000032,S37000028,S01012717,Hamilton
63457,Douglas Street Surgery,7790,Douglas Street Surgery,1 Douglas Street,Hamilton,Lanarkshire,ML3 0DR,01698   286   262,17J, ,S08000032,S37000028,S01012793,Hamilton
63461,Hamilton West Medical Practice,6587,Hamilton West Medical Practice,53 Burnbank Road,Hamilton,Lanarkshire,ML3 9AQ,01698   281   407,17J, ,S08000032,S37000028,S01012792,Hamilton
63476,Drs Clokey & McShane,5495,Drs Clokey & McShane,Cadzow Health Centre,187 Low Waters Road,Hamilton,ML3 7QQ,01698   327   028,17J, ,S08000032,S37000028,S01012711,Hamilton
63481,Dr JM Simpson & Partners,7940,Dr JM Simpson & Partners,Low Waters Medical Centre,11 Mill Road,Hamilton,ML3 8AA,01698   283   626,17J, ,S08000032,S37000028,S01012710,Hamilton
63508,Calderlea Surgery,5895,Calderlea Surgery,Alison Lea Medical Centre,Alison Lea,East Kilbride,G74 3BE,01355   578   009,17J, ,S08000032,S37000028,S01012922,East Kilbride & Strathaven
63512,Gallowhill Medical Centre,1787,Gallowhill Medical Centre,4-6 Gallowhill,Larkhall,Lanarkshire,ML9 1EX,01698   884   082,17J, ,S08000032,S37000028,S01012661,Larkhall/Stonehouse
63527,Morgan Glen Surgery,9984,Morgan Glen Surgery,Morgan Glen Place,Larkhall,Lanarkshire,ML9 1RJ,01698   882   105,17J, ,S08000032,S37000028,S01012661,Larkhall/Stonehouse
63546,Macinnes Medical Centre,8848,Macinnes Medical Centre,60/64 High Street,Newarthill,Lanarkshire,ML1 5JU,01698   860   246,17J, ,S08000032,S37000035,S01011453,Bellshill
63616,The Avon Medical Practice,13477,The Avon Medical Practice,1 Academy Street,Larkhall,Lanarkshire,ML9 2BJ,01698   552   930,17J, ,S08000032,S37000028,S01012664,Larkhall/Stonehouse
63724,Alba Medical Group,18254,Alba Medical Group,Strathaven Health Centre,The Ward,Strathaven,ML10 6AS,01357   522   993,17J, ,S08000032,S37000028,S01012688,East Kilbride & Strathaven
63739,Avondale Medical Practice,8371,Avondale Medical Practice,Strathaven Medical Centre,The Ward,Strathaven,ML10 6AS,01357   529   595,17J, ,S08000032,S37000028,S01012688,East Kilbride & Strathaven
63813,Lincluden Medical Centre,8853,Lincluden Medical Centre,82 Bellshill Road,Uddingston,,G71 7NE,01698   813   873,17J, ,S08000032,S37000028,S01012808,"Bothwell, Uddingston & Viewpark"
63828,Old Mill Surgery,8088,Old Mill Surgery,Viewpark Health Centre,119 Burnhead Street,"Viewpark, Lanarkshire",G71 5SU,01698   815   111,17J, ,S08000032,S37000035,S01011540,"Bothwell, Uddingston & Viewpark"
63832,The Willow Practice,3111,Viewpark Health Centre,119 Burnhead Street,Viewpark,Uddingston,G71 5RR,01698   813   753,17J, ,S08000032,S37000035,S01011539,"Bothwell, Uddingston & Viewpark"
63890,Manse Road Medical Centre,4155,Manse Road Medical Centre,18 Manse Road,Newmains,,ML2 9AX,01698   383   296,17J, ,S08000032,S37000035,S01011417,"Newmains, Shotts & Harthill"
63902,Calder Valley Surgery,2073,Calder Valley Surgery,Houldsworth Centre,Kenilworth Avenue,"Wishaw, Lanarkshire",ML2 7LP,01698   356   420,17J, ,S08000032,S37000035,S01011401,Wishaw Houldsworth
63917,Medwyn Medical Practice,6173,Medwyn Medical Practice,The Health Centre,7 Biggar Road,Carnwath,ML11 8HJ,01555   840   214,17J, ,S08000032,S37000028,S01012584,Clydesdale
63921,Alba Medical Group - Lanark,12091,Alba Medical Group - Lanark,Woodstock Road,Lanark,,ML11 7DH,01555   665   522,17J, ,S08000032,S37000028,S01012630,Clydesdale
65931,Challenging Patients Service,64,Challenging Patients Service,c/o Blantyre Health Centre,Victoria Street,Blantyre,G72 0BS,01698   727   539,2C, ,S08000032,S37000028,S01012760,Lanarkshire Undefined
70075,Braids Medical Practice,10074,Braids Medical Practice,6 Camus Avenue,Edinburgh,,EH10 6QT,0131 445  5999,17J, ,S08000024,S37000012,S01008539,Edinburgh South West - Pentlands
70094,The Green Practice,10369,The Green Practice,Stockbridge Health Centre,1 India Place,Edinburgh,EH3 6EH,0131 260  9227,17C, ,S08000024,S37000012,S01008860,Edinburgh North West - Bridge
70107,Leven Medical Practice,6836,Leven Medical Practice,Tollcross Health Centre,Ponton Street,Edinburgh,EH3 9QQ,0131 536  9700,17J, ,S08000024,S37000012,S01008665,Edinburgh South West - Canal
70126,Southfield Medical Practice,4666,Southfield Medical Practice,132 Mountcastle Drive South,Edinburgh,,EH15 3LL,0131 549  7340,17J, ,S08000024,S37000012,S01008712,Edinburgh North East - East
70131,Colinton Surgery,12012,Colinton Surgery,296b Colinton Road,Edinburgh,,EH13 0LB,0131 441  4555,17J, ,S08000024,S37000012,S01008446,Edinburgh South West - Pentlands
70164,Ferniehill Surgery,6512,Ferniehill Surgery,8 Ferniehill Road,Edinburgh,,EH17 7AB,0131 664  2166,17J, ,S08000024,S37000012,S01008565,Edinburgh South East - South
70179,Leith Surgery,11528,Leith Surgery,2 Duke Street,Edinburgh,,EH6 8HQ,0131 554  6471,17J, ,S08000024,S37000012,S01008793,Edinburgh North East - Leith
70198,Niddrie Medical Practice,4520,Niddrie Medical Practice,Craigmillar Medical Centre,106 Niddrie Mains Road,Edinburgh,EH16 4DT,0131 652  2004,17J, ,S08000024,S37000012,S01008705,Edinburgh North East - East
70215,Craigmillar Medical Group,11901,Craigmillar Medical Group,Craigmillar Medical Centre,106 Niddrie Mains Road,Edinburgh,EH16 4DT,0131 322  2111,17J, ,S08000024,S37000012,S01008705,Edinburgh North East - East
70220,Ladywell Medical Centre (West),10690,Ladywell Medical Centre (West),Ladywell Road,Edinburgh,,EH12 7TB,0131 334  3602,17J, ,S08000024,S37000012,S01008975,Edinburgh North West - Tower
70234,The Long House Surgery,8122,The Long House Surgery,The Long House,73 East Trinity Road,Edinburgh,EH5 3EL,0131 552  4919,17J, ,S08000024,S37000012,S01008826,Edinburgh North West - Bridge
70253,Whinpark Medical Practice,11522,Whinpark Medical Practice,Whinpark Medical Centre,6 Saughton Road,Edinburgh,EH11 3RA,0131 455  7999,17J, ,S08000024,S37000012,S01008481,Edinburgh South West - Canal
70268,Brunton Place Surgery,9577,Brunton Place Surgery,9 Brunton Place,Edinburgh,,EH7 5EG,0131 557  5545,17J, ,S08000024,S37000012,S01008808,Edinburgh North East - Leith
70272,Bangholm Medical Centre,10954,Bangholm Medical Centre,25 Bangholm Loan,,Edinburgh,EH5 3AH,0131 552  7676,17J, ,S08000024,S37000012,S01008823,Edinburgh North West - Bridge
70291,Inchpark Surgery,5908,Inchpark Surgery,10 Marmion Crescent,Edinburgh,,EH16 5QU,0131 666  2121,17J, ,S08000024,S37000012,S01008583,Edinburgh South East - South
70319,West End Medical Practice,11565,West End Medical Practice,36 Manor Place,Edinburgh,,EH3 7EB,0131 225  5220,17C, ,S08000024,S37000012,S01008868,Edinburgh North West - Bridge
70323,Bruntsfield Medical Practice,12284,Bruntsfield Medical Practice,11 Forbes Road,Edinburgh,,EH10 4EY,0131 228  6081,17J, ,S08000024,S37000012,S01008637,Edinburgh South East - North
70361,Ladywell Medical Centre (East),10856,Ladywell Medical Centre (East),26 Featherhall Avenue,Edinburgh,,EH12 7UN,0131 334  5000,17J, ,S08000024,S37000012,S01008975,Edinburgh North West - Tower
70376,Liberton Medical Group,7831,Liberton Medical Group,65 Liberton Gardens,Edinburgh,,EH16 6JT,0131 664  3050,17J, ,S08000024,S37000012,S01008577,Edinburgh South East - South
70381,Mackenzie Medical Centre,8647,Mackenzie Medical Centre,20 West Richmond Street,Edinburgh,,EH8 9DX,0131 651  1000,17J, ,S08000024,S37000012,S01008681,Edinburgh South East - South
70408,Dr Thyne & Partners,9440,Dr Thyne & Partners,Stockbridge Health Centre,1 India Place,Edinburgh,EH3 6EH,0131 225  9191,17C, ,S08000024,S37000012,S01008860,Edinburgh North West - Bridge
70412,Grange Medical Group,8121,Grange Medical Group,1 Beaufort Road,Edinburgh,,EH9 1AG,0131 447  1646,17J, ,S08000024,S37000012,S01008610,Edinburgh South East - North
70427,Milton Surgery,7693,Milton Surgery,132 Mountcastle Drive South,Edinburgh,,EH15 3LL,0131 549  7300,17C, ,S08000024,S37000012,S01008712,Edinburgh North East - East
70451,Meadows Medical Practice,6285,Meadows Medical Practice,9 Brougham Place,Edinburgh,,EH3 9HW,0131 229  7709,17J, ,S08000024,S37000012,S01008666,Edinburgh South East - North
70470,Dalkeith Road Medical Practice,3879,Dalkeith Road Medical Practice,Salisbury Court,102 St Leonards Street,Edinburgh,EH8 9RD,0131 667  1289,17J, ,S08000024,S37000012,S01008603,Edinburgh South East - South
70499,Annandale Medical Practice,8659,Annandale Medical Practice,Bellevue Medical Centre,26 Huntingdon Place,Edinburgh,EH7 4AT,0131 556  8196,17J, ,S08000024,S37000012,S01008845,Edinburgh North East - Leith
70501,Murrayfield Medical Practice,7782,Murrayfield Medical Practice,13b Riversdale Crescent,Edinburgh,,EH12 5QX,0131 337  6151,17C, ,S08000024,S37000012,S01008876,Edinburgh North West - Tower
70516,Gracemount Medical Practice,8477,Gracemount Medical Practice,24 Gracemount Drive,Edinburgh,,EH16 6RN,0131 664  2377,2C, ,S08000024,S37000012,S01008557,Edinburgh South East - South
70521,The Hopetoun Practice,7245,The Hopetoun Practice,Bellevue Medical Centre,26 Huntingdon Place,Edinburgh,EH7 4AT,0131 556  2642,17J, ,S08000024,S37000012,S01008845,Edinburgh North East - Leith
70535,Blackhall Medical Centre,6771,Blackhall Medical Centre,49-51 Hillhouse Road,Edinburgh,,EH4 3TH,0131 332  7696,17J, ,S08000024,S37000012,S01008893,Edinburgh North West - Tower
70569,Restalrig Park Medical Centre,6101,Restalrig Park Medical Centre,40 Alemoor Crescent,Edinburgh,,EH7 6UJ,0131 454  2110,2C, ,S08000024,S37000012,S01008760,Edinburgh North East - Leith
70573,Crewe Medical Centre,10470,Crewe Medical Centre,135 Boswall Parkway,Edinburgh,,EH5 2LY,0131 552  5544,17C, ,S08000024,S37000012,S01008909,Edinburgh North West - Bridge
70588,The Southern Medical Group,8271,The Southern Medical Group,322 Gilmerton Road,Edinburgh,,EH17 7PR,0131 664  2148,17J, ,S08000024,S37000012,S01008576,Edinburgh South East - South
70592,University Health Service,23325,University Health Service,6 Bristo Square,Edinburgh,,EH8 9AL,0131 650  2777,17J, ,S08000024,S37000012,S01008673,Edinburgh South East - South
70605,Durham Road Medical Group,6115,Durham Road Medical Group,25 Durham Road,Edinburgh,,EH15 1NY,0131 669  1153,17J, ,S08000024,S37000012,S01008735,Edinburgh North East - East
70610,Craiglockhart Medical Group,9868,Craiglockhart Medical Group,Allermuir Health Centre,165 Colinton Mains Drive,Edinburgh,EH13 9AF,0131 312  2140,17J, ,S08000024,S37000012,S01008526,Edinburgh South West - Pentlands
70639,Dr A Comiskey and Partners,11689,Dr A Comiskey and Partners,Conan Doyle Medical Centre,4 Nether Liberton Lane,Edinburgh,EH16 5TY,0131 666  5160,17C, ,S08000024,S37000012,S01008587,Edinburgh North East - East
70658,Baronscourt Surgery,7421,Baronscourt Surgery,89 Northfield Broadway,Edinburgh,,EH8 7RX,0131 657  5444,17J, ,S08000024,S37000012,S01008742,Edinburgh North East - East
70662,Muirhouse Medical Group,19747,Muirhouse Medical Group,Muirhouse Medical Centre,1 Muirhouse Avenue,Edinburgh,EH4 4PL,0131 202  4444,17J, ,S08000024,S37000012,S01008930,Edinburgh North West - Bridge
70709,Davidson's Mains Medical Centre,5982,Davidson's Mains Medical Centre,5 Quality Street,Davidsons Mains,Edinburgh,EH4 5BP,0131 336  2291,17C, ,S08000024,S37000012,S01008937,Edinburgh North West - Tower
70747,Summerside Medical Practice,6431,Summerside Medical Practice,Summerside Medical Centre,29b Summerside Place,Edinburgh,EH6 4NY,0131 554  3533,17J, ,S08000024,S37000012,S01008821,Edinburgh North East - Leith
70785,St Triduana's Medical Practice,12132,St Triduana's Medical Practice,54 Moira Park,Edinburgh,,EH7 6RU,0131 657  3341,17J, ,S08000024,S37000012,S01008742,Edinburgh North East - East
70790,Morningside Medical Practice,9440,Morningside Medical Practice,2 Morningside Place,Edinburgh,,EH10 5ER,0131 452  8406,17J, ,S08000024,S37000012,S01008636,Edinburgh South East - North
70841,St Leonard's Medical Centre,8056,St Leonard's Medical Centre,145 Pleasance,Edinburgh,,EH8 9RU,0131 668  4547,17J, ,S08000024,S37000012,S01008681,Edinburgh South East - South
70893,Braefoot Medical Practice,7409,Braefoot Medical Practice,Conan Doyle Medical Centre,4 Nether Liberton Lane,Edinburgh,EH16 5TY,0131 667  2240,2C, ,S08000024,S37000012,S01008587,Edinburgh South East - South
70906,Sighthill Red Medical Practice,3538,Sighthill Red Medical Practice,Sighthill Health Centre,Calder Road,Edinburgh,EH11 4AU,0131 322  6559,17J, ,S08000024,S37000012,S01008468,Edinburgh South West - Canal
70911,Sighthill Green Medical Practice,10254,Sighthill Green Medical Practice,Sighthill Health Centre,Calder Road,Edinburgh,EH11 4AU,0131 202  5888,17J, ,S08000024,S37000012,S01008468,Edinburgh South West - Canal
70925,Riccarton General Practice,10372,Riccarton General Practice,Heriot-Watt University Medical Centre,Riccarton,Edinburgh,EH14 4AS,0131 451  3010,17J, ,S08000024,S37000012,S01008425,Edinburgh South West - Pentlands
70930,The Pentlands Medical Practice,14118,The Pentlands Medical Practice,Pentland Medical Centre,44 Pentland View,Currie,EH14 5QB,0131 449  2142,17J, ,S08000024,S37000012,S01008430,Edinburgh South West - Pentlands
70963,Edinburgh Access Practice,921,Edinburgh Access Practice,The Access Place,6 South Gray's Close,Edinburgh,EH1 1NA,0131 529  5015,2C, ,S08000024,S37000012,S01008679,Edinburgh South East - South
70978,Wester Hailes Medical Practice,7957,Wester Hailes Medical Practice,Wester Hailes Healthy Living Centre,30 Harvesters Way,Edinburgh,EH14 3JF,0131 453  9250,2C, ,S08000024,S37000012,S01008451,Edinburgh South West - Canal
70982,The Victoria Practice,6044,The Victoria Practice,Leith Community Treatment Centre,12 Junction Place,Edinburgh,EH6 5JA,0131 465  2950,17J, ,S08000024,S37000012,S01008790,Edinburgh North East - Leith
70997,Slateford Medical Practice,10245,Slateford Medical Practice,27 Gorgie Park Close,Edinburgh,,EH14 1NQ,0131 322  1930,17J, ,S08000024,S37000012,S01008492,Edinburgh South West - Canal
71011,Polwarth Medical Practice,5341,Polwarth Medical Practice,Tollcross Health Centre,10 Ponton Street,Edinburgh,EH3 9QQ,0131 536  9898,2C, ,S08000024,S37000012,S01008665,Edinburgh South West - Canal
71025,Murrayfield Medical Centre,7729,Murrayfield Medical Centre,35 Saughton Crescent,Edinburgh,,EH12 5SS,0131 337  2166,17C, ,S08000024,S37000012,S01008880,Edinburgh North West - Tower
71082,Springwell Medical Group,11003,Springwell Medical Group,Springwell Medical Centre,39 Ardmillan Terrace,Edinburgh,EH11 2JL,0131 347  1860,17J, ,S08000024,S37000012,S01008498,Edinburgh South West - Canal
71097,Firrhill Medical Centre,5394,Firrhill Medical Centre,Allermuir Health Centre,165 Colinton Mains Drive,Edinburgh,EH13 9AF,0131 441  3119,17J, ,S08000024,S37000012,S01008526,Edinburgh South West - Pentlands
71114,Leith Mount Surgery,11147,Leith Mount Surgery,2 Lindsay Street,Edinburgh,,EH6 4EG,0131 561  1900,17J, ,S08000024,S37000012,S01008774,Edinburgh North East - Leith
71129,Cramond Medical Practice,8620,Cramond Medical Practice,2 Cramond Glebe Road,Edinburgh,,EH4 6NS,0131 336  5432,17C, ,S08000024,S37000012,S01008941,Edinburgh North West - Tower
71171,Challenging Behaviour General Practice,22,Challenging Behaviour General Practice,"The Andrew Duncan Clinic, Royal Edinburgh Hospital",Morningside Place,Edinburgh,EH10 5HF,0131 373  8000,2C, ,S08000024,S37000012,S01008632,Edinburgh South East - North
71222,Gilmore Medical Practice,8889,Gilmore Medical Practice,Tollcross Health Centre,Ponton Street,Edinburgh,EH3 9QQ,0131 536  9800,17J, ,S08000024,S37000012,S01008665,Edinburgh South West - Canal
71326,The Group Practice - Eyre,10279,The Group Practice - Eyre,31 Eyre Crescent,Edinburgh,,EH3 5EU,0131 556  8842,17C, ,S08000024,S37000012,S01008856,Edinburgh North West - Bridge
71364,Mill Lane Surgery,6189,Mill Lane Surgery,4 Mill Lane,Edinburgh,,EH6 6TL,0131 554  1274,2C, ,S08000024,S37000012,S01008788,Edinburgh North East - Leith
71379,Boroughloch Medical Practice,11265,Boroughloch Medical Practice,Salisbury Court,102 St Leonards Street,Edinburgh,EH8 9RD,0131 229  7529,17J, ,S08000024,S37000012,S01008603,Edinburgh South East - North
71398,Links Medical Centre,7092,Links Medical Centre,4 Hermitage Place,Edinburgh,,EH6 8BW,0131 554  1036,2C, ,S08000024,S37000012,S01008792,Edinburgh North East - Leith
71401,Parkgrove Medical Practice,4082,Parkgrove Medical Practice,22B Parkgrove Terrace,Edinburgh,,EH4 7NX,0131 312  6600,2C, ,S08000024,S37000012,S01008949,Edinburgh North West - Tower
71420,Ratho Medical Practice,3108,Ratho Medical Practice,14a Wilkieston Road,Ratho,Newbridge,EH28 8RH,0131 333  0600,17J, ,S08000024,S37000012,S01008994,Edinburgh South West - Pentlands
71434,Barclay Medical Practice East Craigs,9884,Barclay Medical Practice East Craigs,10 Bughtlin Market,East Craigs,Edinburgh,EH12 8XP,0131 339  6670,17J, ,S08000024,S37000012,S01008958,Edinburgh North West - Tower
71449,Hermitage Medical Practice,7419,Hermitage Medical Practice,5/6 Hermitage Terrace,Edinburgh,,EH10 4RP,0131 447  6277,17J, ,S08000024,S37000012,S01008627,Edinburgh South East - North
76000,Tyne Medical Practice,6841,Tyne Medical Practice,Newton Port Surgery,Newton Port,Haddington,EH41 3NF,01620   823   183,17J, ,S08000024,S37000010,S01008256,East Lothian
76029,Gullane Medical Practice,6016,Gullane Medical Practice,Gullane Medical Centre,Hamilton Road,Gullane,EH31 2HP,01620   842   171,17J, ,S08000024,S37000010,S01008263,East Lothian
76033,Riverside Medical Practice LLP,19969,Riverside Medical Practice LLP,Musselburgh Primary Care Centre,Inveresk Road,Musselburgh,EH21 7BP,03007   90    6266,17C, ,S08000024,S37000010,S01008176,East Lothian
76052,The Harbours Medical Practice,9861,The Harbours Medical Practice,The Health Centre,Avenue Road,"Cockenzie, East Lothian",EH32 0JU,03007   90    6244,17J, ,S08000024,S37000010,S01008210,East Lothian
76071,Lammermuir Medical Practice,5642,Lammermuir Medical Practice,Newton Port Surgery,Newton Port,Haddington,EH41 3NF,01620   82    5051,17J, ,S08000024,S37000010,S01008256,East Lothian
76086,Whitesands Medical Practice,4981,Whitesands Medical Practice,Dunbar Medical Centre,Queens Road,Dunbar,EH42 1EE,01368   863   226,17J, ,S08000024,S37000010,S01008291,East Lothian
76103,The Orchard Medical Practice,5578,The Orchard Medical Practice,Newton Port Surgery,Newton Port,Haddington,EH41 3NF,01620   825   497,17J, ,S08000024,S37000010,S01008256,East Lothian
76122,Prestonpans Group Practice,9769,Prestonpans Group Practice,Prestonpans Health Centre,Preston Road,Prestonpans,EH32 9QS,01875   810   736,17J, ,S08000024,S37000010,S01008204,East Lothian
76137,North Berwick Group Practice,9724,North Berwick Group Practice,North Berwick Health Centre,54 St. Baldred's Road,North Berwick,EH39 4PU,01620   892   169,17J, ,S08000024,S37000010,S01008273,East Lothian
76141,Inveresk Medical Practice,10502,Inveresk Medical Practice,Musselburgh Primary Care Centre,Inveresk Road,Musselburgh,EH21 7BP,0131 446  4003,17C, ,S08000024,S37000010,S01008176,East Lothian
76161,Lauderdale Medical Practice,4376,Lauderdale Medical Practice,Dunbar Medical Centre,Queens Road,Dunbar,EH42 1EE,01368   861   435,17J, ,S08000024,S37000010,S01008291,East Lothian
76180,Cromwell Harbour Medical Practice,4942,Cromwell Harbour Medical Practice,Dunbar Medical Centre,Queens Road,Dunbar,EH42 1EE,01368   861   401,17J, ,S08000024,S37000010,S01008291,East Lothian
76194,East Linton Surgery,3079,East Linton Surgery,The Surgery,Station Road,East Linton,EH40 3DP,01620   860   204,17J, ,S08000024,S37000010,S01008280,East Lothian
